compound_name,chembl_id
phensuximide,CHEMBL797
AMPA-(RS),CHEMBL14815
sinefungin,CHEMBL1214186
prucalopride,CHEMBL117287
gilteritinib,CHEMBL3301622
acitazanolast,CHEMBL2104654
pentoxifylline,CHEMBL628
quercetin,CHEMBL50
entrectinib,CHEMBL1983268
dorsomorphin,CHEMBL478629
GSK2636771,CHEMBL3188551
XL147,CHEMBL3218575
L-theanine,CHEMBL3039113
TH-302,CHEMBL260046
dynole-34-2,CHEMBL483059
isodibut,CHEMBL403272
CFM-2,CHEMBL279218
tyrphostin-A9,CHEMBL78150
methyldopate,CHEMBL1201233
chlorphenamine,CHEMBL505
5-fluoro-3-pyridyl-methanol,CHEMBL4303401
EW-7197,CHEMBL3260567
hydroxyurea,CHEMBL467
obidoxime,CHEMBL451635
RS-67333,CHEMBL85251
NVP-DPP728,CHEMBL77538
CYT-997,CHEMBL552212
SC-19220,CHEMBL112816
enflurane,CHEMBL1257
ocinaplon,CHEMBL2105199
O-acetyl-L-serine,CHEMBL1234916
pentamidine,CHEMBL55
autotaxin-modulator-1,CHEMBL4303662
FLUDROCORTISONE ACETATE,CHEMBL1201010
apraclonidine,CHEMBL647
darusentan,CHEMBL23261
zidovudine,CHEMBL129
thaliblastine,CHEMBL507100
isoguvacine,CHEMBL39071
isopropyl-palmitate,CHEMBL139055
iododexetimide,CHEMBL274789
cabagin,CHEMBL1797128
dibekacin,CHEMBL560976
RS-17053,CHEMBL88272
NS-3861,CHEMBL5483034
PSI-7976,CHEMBL1259058
aripiprazole,CHEMBL1112
pixantrone,CHEMBL167731
fendiline,CHEMBL254832
A922500,CHEMBL430405
homidium,CHEMBL48166
hydroxypropyl-beta-cyclodextrin,CHEMBL577294
epalrestat,CHEMBL56337
tubocurarine,CHEMBL339427
cephradine,CHEMBL1604
sertindole,CHEMBL12713
ZM-336372,CHEMBL186526
acetyl-11-keto-beta-boswellic-acid,CHEMBL4303252
TAS-103,CHEMBL488755
ferulic-acid,CHEMBL32749
andrographolide,CHEMBL186141
teneligliptin,CHEMBL2147777
apafant,CHEMBL280164
delphinidin,CHEMBL276780
niceritrol,CHEMBL1697762
pirarubicin,CHEMBL2354444
ZM-323881,CHEMBL1558704
ASA-404,CHEMBL71263
CYM-5442,CHEMBL3922179
prednisolone-sodium-phosphate,CHEMBL1201231
SB-415286,CHEMBL322970
MLN0128,CHEMBL3545097
tetramisole,CHEMBL277775
2-CMDO,CHEMBL90882
BYK-204165,CHEMBL4303397
ibutilide,CHEMBL533
NMS-E973,CHEMBL2443044
GSK2830371,CHEMBL3613749
azelastine,CHEMBL639
losartan,CHEMBL191
fosamprenavir,CHEMBL1664
EBPC,CHEMBL269550
EHop-016,CHEMBL3237589
LY456236,CHEMBL254575
sodium-picosulfate,CHEMBL1741134
API-1,CHEMBL4303566
endo-IWR-1,CHEMBL562310
ORG-26576,CHEMBL4303417
AMG319,CHEMBL4303596
mefloquine,CHEMBL416956
aceglutamide,CHEMBL1234757
N-acetylmannosamine,CHEMBL1231391
carbetocin,CHEMBL3301668
AG-14361,CHEMBL65892
alvimopan,CHEMBL270190
LY2784544,CHEMBL2107823
Ritonavir,CHEMBL163
2-fluoro-2-deoxy-D-galactose,CHEMBL1234222
talnetant,CHEMBL10188
bifendate,CHEMBL105184
halazone,CHEMBL1368146
LY2608204,CHEMBL4297399
SB-242235,CHEMBL95692
NAV-26,CHEMBL2164371
FR-139317,CHEMBL352396
apramycin,CHEMBL1230961
octreotide,CHEMBL1680
SHA-68,CHEMBL469695
telcagepant,CHEMBL236593
metixene,CHEMBL1201342
pregnenolone-succinate,CHEMBL2105373
lamotrigine,CHEMBL741
acitretin,CHEMBL1131
INT-767,CHEMBL3306873
compound-401,CHEMBL179242
memantine,CHEMBL807
clobutinol,CHEMBL1474889
mivobulin,CHEMBL1233800
hydroxyamphetamine,CHEMBL1546
ripasudil,CHEMBL3426621
fananserin,CHEMBL83894
rotigotine,CHEMBL1303
mitoxantrone,CHEMBL58
reversan,CHEMBL1506885
AZ191,CHEMBL3421968
CGP-52411,CHEMBL268868
phenazopyridine,CHEMBL1242
NGD-98-2,CHEMBL1807053
SC-144,CHEMBL225542
JNJ-38877605,CHEMBL2133806
BMS-265246,CHEMBL310840
integrin-antagonist-1,CHEMBL4241824
isamoltane,CHEMBL5483027
SU11274,CHEMBL261641
SGC-707,CHEMBL4072005
ftorafur,CHEMBL20883
fosaprepitant-dimeglumine,CHEMBL1199324
actinomycin-d,CHEMBL1554
TP-0903,CHEMBL2022968
teriflunomide,CHEMBL973
tryptophan,CHEMBL54976
C-021,CHEMBL508207
FG-7142,CHEMBL1256141
tilorone,CHEMBL47298
PIM-1-Inhibitor-2,CHEMBL409038
XL888,CHEMBL2204502
semaxanib,CHEMBL276711
naloxone-benzoylhydrazone,CHEMBL1256836
SC-560,CHEMBL26915
MRS-2578,CHEMBL1321988
BMS-777607,CHEMBL460702
isoxicam,CHEMBL1898455
abemaciclib,CHEMBL3301610
MK-5108,CHEMBL3600873
MEK1-2-inhibitor,CHEMBL261237
RS-23597-190,CHEMBL3291084
SNAP-94847,CHEMBL242004
3-MATIDA,CHEMBL1322301
paeonol,CHEMBL1079227
sulfanilate-zinc,CHEMBL4303436
17-alpha-Methyltestosterone,CHEMBL1395
A-582941,CHEMBL526281
betamipron,CHEMBL1231530
pentacosanoic-acid,CHEMBL4303190
chromium-picolinate,CHEMBL3185022
ramipril,CHEMBL1168
ARC-239,CHEMBL362051
SB-334867,CHEMBL291536
sulindac,CHEMBL15770
sulfadiazine,CHEMBL439
saracatinib,CHEMBL217092
vitamin-B12,CHEMBL5308454
opipramol,CHEMBL370753
iopodic-acid,CHEMBL1201243
FPA-124,CHEMBL3191466
AZD8835,CHEMBL3894518
MDMS,CHEMBL1996382
"2,5-furandimethanol",CHEMBL4303433
pyridoxal,CHEMBL102970
axitinib,CHEMBL1289926
procaterol,CHEMBL3249705
tobramycin,CHEMBL1747
PK-THPP,CHEMBL2324344
bupivacaine,CHEMBL1098
bevirimat-dimeglumine,CHEMBL404519
firocoxib,CHEMBL69998
SR-2211,CHEMBL2137199
2-iminobiotin,CHEMBL1233598
RP-001,CHEMBL3960697
GW-4064,CHEMBL318457
acetylcysteine,CHEMBL600
PD-166285,CHEMBL49120
8-hydroxy-PIPAT,CHEMBL284716
pamidronate,CHEMBL834
"2-hydroxy-4-((E)-3-(4-hydroxyphenyl)acryloyl)-2-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)-6-((2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)cyclohexane-1,3,5-trione",CHEMBL569170
"L-655,708",CHEMBL52030
flurbiprofen-(+/-),CHEMBL563
azaguanine-8,CHEMBL374107
LY294002,CHEMBL98350
hydroquinidine,CHEMBL531472
AV-608,CHEMBL1765508
propiverine,CHEMBL1078261
tramiprosate,CHEMBL149082
XMD8-92,CHEMBL1673046
nexturastat-A,CHEMBL2179618
vanillin,CHEMBL13883
spermine,CHEMBL23194
milnacipran,CHEMBL252923
BAY-11-7085,CHEMBL270299
FPL-55712,CHEMBL267976
N-oxydiethylenebenzothiazole-2-sulfenamide,CHEMBL1530581
diethylstilbestrol,CHEMBL411
nitrocaramiphen,CHEMBL1192187
ML218,CHEMBL1731994
irinotecan,CHEMBL481
metatinib,CHEMBL2143592
brinzolamide,CHEMBL220491
SB-216763,CHEMBL102714
quizartinib,CHEMBL576982
antalarmin,CHEMBL296641
metaraminol,CHEMBL1201319
MRK-016,CHEMBL363211
KD-023,CHEMBL1562779
TTNPB,CHEMBL275311
diphenhydramine,CHEMBL657
TH011272,
dehydroacetic-acid,CHEMBL1724669
lemborexant,CHEMBL3545367
BD-1008,CHEMBL20377
cardionogen-1,CHEMBL1382901
BMS-470539,CHEMBL14642
nithiamide,CHEMBL1872946
brilliant-green,CHEMBL1589793
sulfachlorpyridazine,CHEMBL1443577
PF-04418948,CHEMBL3286797
piroctone-olamine,CHEMBL2107154
EPZ015666,CHEMBL4060831
bacitracin,CHEMBL1200558
NS-19504,CHEMBL3233606
galeterone,CHEMBL2105738
sulfamethazine,CHEMBL446
unbs-5162,CHEMBL4303530
calcifediol,CHEMBL1040
trelagliptin,CHEMBL1650443
homatropine-methylbromide,CHEMBL1200851
rosamicin,CHEMBL8965
SR-57227A,CHEMBL1256322
acetriazoic-acid,CHEMBL1201327
salazodine,CHEMBL2105427
trazodone,CHEMBL621
cefoxitin,CHEMBL996
ambazone,CHEMBL1414870
UNC1215,CHEMBL2426364
mycophenolate-mofetil,CHEMBL1456
BTS-72664,CHEMBL4303701
lodoxamide,CHEMBL1201266
AS-1892802,CHEMBL2023158
VU1545,CHEMBL210846
trospium,CHEMBL1888176
pirenzepine,CHEMBL9967
noretynodrel,CHEMBL1387
ETHINYL ESTRADIOL,CHEMBL691
AZD6738,CHEMBL3648328
benzocaine,CHEMBL278172
IKK-16,CHEMBL200027
NU-7441,CHEMBL188678
nifursol,CHEMBL485549
PD-184352,CHEMBL105442
palomid-529,CHEMBL2141712
FGIN-1-27,CHEMBL63154
AMG-548,CHEMBL585902
BCTC,CHEMBL441472
ethambutol,CHEMBL44884
PHT-427,CHEMBL595583
cyclopentolate,CHEMBL1201338
dipyridamole,CHEMBL932
pyrimethamine,CHEMBL36
TC-A-2317,CHEMBL1778663
alpidem,CHEMBL54349
cetylpyridinium,CHEMBL305906
cefditoren-pivoxil,CHEMBL454446
adenine,CHEMBL226345
enoxacin,CHEMBL826
BU226,CHEMBL1518173
doxycycline,CHEMBL1433
harringtonine,CHEMBL433257
fesoterodine,CHEMBL1201764
gefitinib,CHEMBL939
AZD9272,CHEMBL2164551
FK-888,CHEMBL1416993
terguride,CHEMBL73151
geniposide,CHEMBL462894
PF-06463922,CHEMBL3286830
enocitabine,CHEMBL2106589
imeglimin,CHEMBL4297514
neridronic-acid,CHEMBL55214
haloperidol,CHEMBL54
CP-316819,CHEMBL4303657
amrubicin,CHEMBL1186894
4-propylbenzoic-acid,CHEMBL116159
trolox,CHEMBL153
cadralazine,CHEMBL2106561
M-14157,CHEMBL1373782
licochalcone-A,CHEMBL139702
tropisetron,CHEMBL1289230
BAN-ORL-24,CHEMBL201945
gemfibrozil,CHEMBL457
dovitinib,CHEMBL4578973
cinoxacin,CHEMBL1208
DCEBIO,CHEMBL1255655
A77636,CHEMBL291143
SGI-1776,CHEMBL1952329
CID-5458317,CHEMBL1241589
azacitidine,CHEMBL1489
PD1-PDL-inhibitor-1,CHEMBL3582252
Nandrolone decanoate,CHEMBL1200946
Strontium Ranelate,CHEMBL3707306
ruxolitinib-(S),CHEMBL1287854
Mps-BAY-2a,CHEMBL3422104
colchicine,CHEMBL107
PCA-4248,CHEMBL107881
RWJ-67657,CHEMBL190333
BCI-540,CHEMBL37935
PNU-74654,CHEMBL3187418
menadione,CHEMBL590
Omaveloxolone (RTA-408),CHEMBL5308387
nesbuvir,CHEMBL1092581
RSV604,CHEMBL223402
obeticholic-acid,CHEMBL266340
alacepril,CHEMBL2103775
ursodiol,CHEMBL1551
rolipram,CHEMBL63
gepefrine,CHEMBL3989731
acepromazine,CHEMBL39560
neuropathiazol,CHEMBL4303651
MK-0812,CHEMBL3305901
AEG3482,CHEMBL19231
E7449,CHEMBL3644587
erdosteine,CHEMBL1697744
foscarnet,CHEMBL666
voglibose,CHEMBL476960
adapalene,CHEMBL1265
3-alpha-hydroxy-5-beta-androstan-17-one,CHEMBL85799
catharanthine,CHEMBL2163793
m-3M3FBS,CHEMBL1394135
UNC2025,CHEMBL3326006
isoflupredone-acetate,CHEMBL1608183
CID-2011756,CHEMBL1504776
octadecan-1-ol,CHEMBL24640
NSI-189,CHEMBL4302505
LY2603618,CHEMBL3039517
ingenol-mebutate,CHEMBL1863513
NS-9283,CHEMBL3103988
phentermine,CHEMBL1574
eltrombopag,CHEMBL3186485
rapastinel,CHEMBL3544917
SNX-5422,CHEMBL1195136
lobenzarit,CHEMBL1986706
difluprednate,CHEMBL1201749
JNJ-10191584,CHEMBL185951
ivosidenib,CHEMBL3989958
niclosamide,CHEMBL1448
AMG-208,CHEMBL496102
GSK461364,CHEMBL1908394
thiamphenicol,CHEMBL1236282
pevonedistat,CHEMBL1231160
GBR-12783,CHEMBL1612198
lufenuron,CHEMBL1364906
2-cyanopyrimidine,CHEMBL3352946
prednisone,CHEMBL635
adrafinil,CHEMBL93077
purvalanol-B,CHEMBL23254
TG-100572,CHEMBL400402
glucosamine,CHEMBL493287
enalaprilat,CHEMBL577
CR8-(R),CHEMBL518800
IOX2,CHEMBL3186774
ivacaftor,CHEMBL2010601
flecainide,CHEMBL652
brolitene,CHEMBL102358
SKF-86002,CHEMBL313417
SKF-83566,CHEMBL324017
histamine,CHEMBL90
SA-47,CHEMBL4303659
3-(4-methylbenzylidene)camphor,CHEMBL2104261
tyrphostin-AG-879,CHEMBL539947
ketoprofen,CHEMBL571
benurestat,CHEMBL2105796
Epacadostat (INCB024360),CHEMBL3545369
benzyldimethylhexadecylammonium,CHEMBL1624075
GNF-5837,CHEMBL2037226
camptothecin,CHEMBL65
ML10302,CHEMBL286136
treosulfan,CHEMBL455186
cevipabulin,CHEMBL1182714
articaine,CHEMBL1093
EIT-hydrobromide,CHEMBL321691
mecysteine,CHEMBL1231844
IMREG-1,CHEMBL191422
grazoprevir,CHEMBL2063090
amuvatinib,CHEMBL2103851
A-804598,CHEMBL1628690
MRS-1845,CHEMBL1256776
escin,CHEMBL4594473
MLN1117,CHEMBL3935857
chlorazanil,CHEMBL1984344
apatinib,CHEMBL3545414
farnesyl-thiosalicylic-acid-amide,CHEMBL496557
nicotinyl-alcohol-tartrate,CHEMBL1235535
HER2-Inhibitor-1,CHEMBL4303303
gabazine,CHEMBL303580
saccharin,CHEMBL310671
"cis-exo-camphanediol-2,3",CHEMBL4303575
zoledronic-acid,CHEMBL924
mubritinib,CHEMBL1614707
bonaphthone,CHEMBL4303595
CB-839,CHEMBL3639788
FERb-033,CHEMBL509051
zilpaterol,CHEMBL462313
methicillin,CHEMBL575
JNJ-37822681,CHEMBL3234237
LB-100,CHEMBL4297300
carfilzomib,CHEMBL451887
zofenopril-calcium,CHEMBL331378
BAY-60-6583,CHEMBL4202825
ochromycinone,CHEMBL256705
alclometasone-dipropionate,CHEMBL1200989
SB-205384,CHEMBL1256667
GDC-0980,CHEMBL1922094
entacapone,CHEMBL953
WAY-170523,CHEMBL327002
JNJ-40411813,CHEMBL3337527
clobetasone-butyrate,CHEMBL577673
creatine,CHEMBL283800
KU-55933,CHEMBL222102
savolitinib,CHEMBL3334567
ML365,CHEMBL1081188
sipatrigine,CHEMBL28854
ACY-1215,CHEMBL2364628
ESZOPICLONE,CHEMBL1522
isoprenaline,CHEMBL434
I-CBP-112,CHEMBL3774655
hydroxytoluic-acid,CHEMBL448399
lomitapide,CHEMBL354541
Y-29794,CHEMBL294803
azathioprine,CHEMBL1542
fdcyd,CHEMBL1076257
LDC1267,CHEMBL3808844
necrostatin-1,CHEMBL195008
etofenamate,CHEMBL1451633
tirofiban,CHEMBL916
esaprazole,CHEMBL1983100
diiodothyropropionic-acid,CHEMBL2348292
TW-37,CHEMBL217354
probenecid,CHEMBL897
PSNCBAM-1,CHEMBL3341861
thonzonium,CHEMBL1201322
LM-22A4,CHEMBL4303415
AMI-1,CHEMBL3109656
ABT-639,CHEMBL3590674
AC-264613,CHEMBL494502
BRD9876,CHEMBL4303295
pridinol,CHEMBL404215
procyanidin-B-2,CHEMBL504937
BW-616U,CHEMBL81099
WAY-208466,CHEMBL571858
dofequidar,CHEMBL65067
phenolsulfonphthalein,CHEMBL258921
maraviroc,CHEMBL1201187
nitrofurantoin,CHEMBL572
N-acetylglycyl-D-glutamic-acid,CHEMBL1357656
GW-583340,CHEMBL1356199
SC-236,CHEMBL282093
SIS3,CHEMBL4792656
TXA127,CHEMBL3545347
dorzolamide,CHEMBL218490
cisplatin,CHEMBL197201
elafibranor,CHEMBL3707395
capadenoson,CHEMBL3235279
arofylline,CHEMBL1598450
diloxanide,CHEMBL2103768
pyritinol,CHEMBL488093
valrubicin,CHEMBL1096885
cyacetacide,CHEMBL2106008
2-phenylmelatonin,CHEMBL15060
moxonidine,CHEMBL19236
dexloxiglumide,CHEMBL550781
tacedinaline,CHEMBL235191
harmane,CHEMBL12014
alpha-methylhistamine-dihydrobromide-(S)-(+),CHEMBL11919
PSN-375963,CHEMBL4303425
eliglustat,CHEMBL2110588
EUK-134,CHEMBL4303172
ivabradine,CHEMBL471737
senicapoc,CHEMBL405821
OF-1,CHEMBL3770173
danegaptide,CHEMBL560592
cetilistat,CHEMBL2103825
tegobuvir,CHEMBL1957287
fenofibrate,CHEMBL672
dizocilpine-(-),CHEMBL132153
TC-S-7004,CHEMBL3094448
carbidopa,CHEMBL1201236
tiaramide,CHEMBL274239
lasofoxifene,CHEMBL328190
brivanib-alaninate,CHEMBL270995
ITI214,CHEMBL3770459
XL228,CHEMBL3545085
KHK-IN-1,CHEMBL2017214
kanamycin,CHEMBL1384
exo-IWR-1,CHEMBL551505
rifamycin-sv,CHEMBL437765
butalbital,CHEMBL454
fipexide,CHEMBL254857
GDC-0810,CHEMBL3581693
homoharringtonine,CHEMBL46286
bromindione,CHEMBL288496
sulfameter,CHEMBL1200359
Toremifene citrate,CHEMBL1200675
"Peficitinib (ASP015K, JNJ-54781532)",CHEMBL4238926
Encorafenib (LGX818),CHEMBL3301612
zotepine,CHEMBL285802
stobadine,CHEMBL479176
balaglitazone,CHEMBL2103991
pimonidazole,CHEMBL58752
GDC-0834,CHEMBL2057915
naringin-dihydrochalcone,CHEMBL5308388
L-ergothioneine,CHEMBL5209630
spectinomycin,CHEMBL1167
chloroquine,CHEMBL76
AJ76-(+),CHEMBL27441
somantadine,CHEMBL2111145
warfarin,CHEMBL1464
linagliptin,CHEMBL237500
acetanilide,CHEMBL269644
pizotifen,CHEMBL294951
wortmannin,CHEMBL428496
CGP-37849,CHEMBL29811
MK-2206,CHEMBL1079175
cintriamide,CHEMBL2107098
ABT-737,CHEMBL376408
TCID,CHEMBL1241028
isopropyl-myristate,CHEMBL207602
ethionamide,CHEMBL1441
3-bromopyruvate,CHEMBL177837
quinestrol,CHEMBL1201165
milacemide,CHEMBL75838
nedocromil,CHEMBL746
elacridar,CHEMBL396298
CD-1530,CHEMBL5277896
oxymatrine,CHEMBL458337
plovamer-acetate,CHEMBL925
CX-4945,CHEMBL1230165
rosiglitazone,CHEMBL121
EMD-66684,CHEMBL289507
taprenepag,CHEMBL2107783
AZD3514,CHEMBL2346976
ORG-27569,CHEMBL1553629
THZ2,CHEMBL4303287
RRx-001,CHEMBL3526802
emtricitabine,CHEMBL885
etafenone,CHEMBL1736151
deferiprone,CHEMBL70927
MK-2894,CHEMBL597997
sotagliflozin,CHEMBL3039507
Ro-106-9920,CHEMBL271023
UNC0631,CHEMBL1829305
hydralazine,CHEMBL276832
SID-7969543,CHEMBL259067
NSC-9965,CHEMBL293950
HKI-357,CHEMBL178654
octenidine,CHEMBL1199480
pipecuronium,CHEMBL1201206
EPZ005687,CHEMBL3360855
etifenin,CHEMBL1323453
pibenzimol,CHEMBL301735
PK-44,CHEMBL4303603
ZLN005,CHEMBL4303368
"3,3'-dichlorobenzaldazine",CHEMBL3334990
VANCOMYCIN HYDROCHLORIDE,CHEMBL1200628
AN2718,CHEMBL211538
phenoxybenzamine,CHEMBL753
PCI-29732,CHEMBL2057912
rutaecarpine,CHEMBL85139
enciprazine,CHEMBL101284
ZM-39923,CHEMBL596674
JHW-007,CHEMBL3084652
asymmetrical-dimethylarginine,CHEMBL457530
caspofungin,CHEMBL1630575
D-alpha-tocopheryl-succinate,CHEMBL81421
iobenguane,CHEMBL818
talazoparib,CHEMBL3137320
NGB-2904,CHEMBL300780
cordycepin,CHEMBL305686
seratrodast,CHEMBL70972
deferasirox,CHEMBL550348
CCG-63802,CHEMBL1476646
vinorelbine,CHEMBL553025
palosuran,CHEMBL567303
etoposide-phosphate,CHEMBL1200645
INCB-003284,CHEMBL1951790
NVP-ADW742,CHEMBL1988370
phlorizin,CHEMBL245067
duvelisib,CHEMBL3039502
LY303511,CHEMBL1363184
isometheptene-mucate,CHEMBL2219766
Stigmasterol (Stigmasterin),CHEMBL400247
baclofen,CHEMBL701
chlormidazole,CHEMBL152649
thymol-iodide,CHEMBL1482931
lobendazole,CHEMBL2105088
tenidap,CHEMBL1097558
trofinetide,CHEMBL197084
pyrazinamide,CHEMBL614
dodecyl-sulfate,CHEMBL1204779
TC-I-2000,CHEMBL2032211
PHA-793887,CHEMBL1230607
S-111,CHEMBL375563
salicylic-acid,CHEMBL424
bavisant,CHEMBL2103862
emoxipin,CHEMBL3338326
anacetrapib,CHEMBL1800807
GW-1929,CHEMBL434063
tenofovir-disoproxil,CHEMBL1538
clinofibrate,CHEMBL1897738
FG-2216,CHEMBL426560
"1S,2R-phenylpropanolamine",CHEMBL2092846
APcK-110,CHEMBL4303655
pimavanserin,CHEMBL2111101
MM-11253,CHEMBL3786184
trimethoquinol,CHEMBL1788290
AGI-6780,CHEMBL3392845
pinitol,CHEMBL4303180
filgotinib,CHEMBL3301607
VLX600,CHEMBL4788406
colistimethate,CHEMBL6067483
gallic-acid,CHEMBL288114
mdivi-1,CHEMBL1449747
perillyl-alcohol,CHEMBL236687
WAY-207024,CHEMBL474991
ZLN024,CHEMBL4303623
JNJ-7706621,CHEMBL191003
AZD8931,CHEMBL2408045
clemastine,CHEMBL1626
saroglitazar,CHEMBL4297530
PRT4165,CHEMBL4303151
amitifadine,CHEMBL592374
SEW-2871,CHEMBL224720
RU-SKI-43,CHEMBL5411797
LY2365109,CHEMBL1628564
mifobate,CHEMBL284768
linsidomine,CHEMBL1189150
andarine,CHEMBL125236
SDZ-205-557,CHEMBL287045
reserpine,CHEMBL772
tacalcitol,CHEMBL2105611
IPAG,CHEMBL1484738
anagrelide,CHEMBL760
chlorotrianisene,CHEMBL1200761
KG-5,CHEMBL3932957
Y-11,CHEMBL4303724
GSK37647,CHEMBL3311308
PIK-294,CHEMBL1241767
daprodustat,CHEMBL3544988
lenvatinib,CHEMBL1289601
FK-962,CHEMBL4303387
S18986,CHEMBL320642
letermovir,CHEMBL1241951
linaclotide,CHEMBL3301675
"3,4-DCPG-(+/-)",CHEMBL1331443
G007-LK,CHEMBL2325503
tolmetin,CHEMBL1020
NMDA,CHEMBL291278
PF-915275,CHEMBL495841
ARV-825,CHEMBL4226052
CHLORTETRACYCLINE HYDROCHLORIDE,CHEMBL2146063
remoxipride,CHEMBL22242
amifampridine,CHEMBL354077
BRL-37344,CHEMBL284782
azosemide,CHEMBL1097235
RS-56812,CHEMBL294649
fiacitabine,CHEMBL272557
felodipine,CHEMBL1480
proxyfan,CHEMBL19173
colistin,CHEMBL6067481
levcromakalim,CHEMBL100
buclizine,CHEMBL1201271
brucine,CHEMBL501756
bis(maltolato)oxovanadium(IV),CHEMBL286447
linifanib,CHEMBL223360
SMI-4a,CHEMBL183906
nefopam,CHEMBL465026
SDZ-21009,CHEMBL1433455
ONC201,CHEMBL4297310
midafotel,CHEMBL90564
practolol,CHEMBL6995
GDC-0994,CHEMBL3544964
AMD-3465,CHEMBL477121
myricitrin,CHEMBL522983
meclofenamic-acid,CHEMBL509
nelarabine,CHEMBL1201112
acetylsalicylsalicylic-acid,CHEMBL350343
SKA-31,CHEMBL1709719
tetrahydropapaverine,CHEMBL160919
fosinopril,CHEMBL3039598
piracetam,CHEMBL36715
fenticonazole,CHEMBL1651990
liraglutide,CHEMBL4084119
cromoglicic-acid,CHEMBL428880
benzoic-acid,CHEMBL541
nicaraven,CHEMBL1705525
piperacillin,CHEMBL702
indiplon,CHEMBL262075
MDL-29951,CHEMBL31344
aspartame,CHEMBL171679
indoximod,CHEMBL571209
nisoxetine,CHEMBL295467
lorediplon,CHEMBL4303403
AMG-487-(+/-),CHEMBL397983
nitrofurazone,CHEMBL869
TC-FPR-43,CHEMBL379761
frentizole,CHEMBL128988
BML-190,CHEMBL72631
moxidectin,CHEMBL2104415
SQ-109,CHEMBL561057
oglemilast,CHEMBL4297520
levosimendan,CHEMBL2051955
isoleucine,CHEMBL1233584
pilsicainide,CHEMBL163238
algestone-acetophenide,CHEMBL3989742
ID-8,CHEMBL3185434
BMS-CCR2-22,CHEMBL273083
colistin,CHEMBL6067481
trimetozine,CHEMBL1697853
5-methylfurmethiodide,CHEMBL1316369
SB-772077B,CHEMBL1956071
monastrol,CHEMBL254432
miriplatin,CHEMBL4303713
chlorpropamide,CHEMBL498
VU0422288,CHEMBL4162576
hypoxanthine,CHEMBL1427
fluocinonide,CHEMBL1501
vandetanib,CHEMBL24828
AMG-837,CHEMBL1829173
ML314,CHEMBL2431120
methyl-aminolevulinate,CHEMBL1096562
APR-246,CHEMBL3186011
ML3403,CHEMBL111364
MG-132,CHEMBL64925
vildagliptin,CHEMBL142703
sitagliptin,CHEMBL1422
BHQ,CHEMBL480626
adefovir-dipivoxil,CHEMBL922
daucosterol,CHEMBL506678
W-54011,CHEMBL1628668
halcinonide,CHEMBL1200845
propyl-benzoate,CHEMBL1355077
sulfaquinoxaline,CHEMBL1437847
FOSFOMYCIN CALCIUM,CHEMBL3188549
naringenin,CHEMBL9352
indoramin,CHEMBL279516
SM-108,CHEMBL4303691
barasertib,CHEMBL415049
dichlorisone-acetate,CHEMBL1385514
CP-775146,CHEMBL4303229
piboserod,CHEMBL356359
sulfathiazole,CHEMBL437
fenoxaprop-p-ethyl,CHEMBL2251729
estradiol,CHEMBL135
IDO5L,CHEMBL584991
butylated-hydroxyanisole,CHEMBL4296740
budipine,CHEMBL334491
SR-27897,CHEMBL249973
cefetamet-pivoxil,CHEMBL4303443
anpirtoline,CHEMBL1316374
NVS-PAK1-1,CHEMBL3609372
venlafaxine,CHEMBL637
oxolinic-acid,CHEMBL416755
DAA-1106,CHEMBL63064
fenspiride,CHEMBL576127
PP-121,CHEMBL1081312
gluconolactone,CHEMBL1200829
GR46611,CHEMBL344127
doripenem,CHEMBL491571
A922500,CHEMBL430405
mirodenafil,CHEMBL4297518
phenprobamate,CHEMBL1079576
norgestimate,CHEMBL1200934
ioxaglic-acid,CHEMBL1201291
CV-1808,CHEMBL1256672
BAY-K-8644-(+/-),CHEMBL513599
alarelin,CHEMBL3272561
vilanterol,CHEMBL1198857
SB-590885,CHEMBL1891617
Ro-90-7501,CHEMBL578741
3-CPMT,CHEMBL540034
AZD3264,CHEMBL4303437
semagacestat,CHEMBL520733
UNC669,CHEMBL1235119
masoprocol,CHEMBL313972
gemifloxacin,CHEMBL430
4-IBP,CHEMBL50112
WZ811,CHEMBL237830
ofloxacin,CHEMBL4
Cefoselis sulfate,CHEMBL4303186
quinaprilat,CHEMBL1733
URB597,CHEMBL184238
terbinafine,CHEMBL822
althiazide,CHEMBL599870
orphanin-fq,CHEMBL396460
calcium-gluceptate,CHEMBL1237066
NNC-55-0396,CHEMBL4227475
anisindione,CHEMBL712
nisoldipine,CHEMBL1726
dehydrocorydaline,CHEMBL1917176
bacitracin-zinc,CHEMBL4303492
SU4312,CHEMBL328710
biperiden,CHEMBL1101
balofloxacin,CHEMBL1210954
L-670596,CHEMBL4303193
tolterodine,CHEMBL1382
NU-2058,CHEMBL269881
cyt387,CHEMBL1078178
KH-CB19,CHEMBL1236620
parthenolide-(alternate-stereo),CHEMBL465158
QX-314,CHEMBL1180496
altretamine,CHEMBL1455
asaraldehyde,CHEMBL1164301
iothalamic-acid-d3,CHEMBL1201300
FLI-06,CHEMBL3604460
Lopinavir,CHEMBL729
erythromycin-estolate,CHEMBL2220427
NVP-BHG712,CHEMBL3752910
