drug_name,chembl_id,max_phase,cancer_indications
EPINEPHRINE,CHEMBL679,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Genital Neoplasms, Male; Leukemia, Hairy Cell; Lung Neoplasms; Parathyroid Neoplasms; Skin Neoplasms; Stomach Neoplasms"
EPIRUBICIN,CHEMBL417,4,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Esophageal Neoplasms; Hodgkin Disease; Inflammatory Breast Neoplasms; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Nasopharyngeal Carcinoma; Neoplasms; Neoplasms, Germ Cell and Embryonal; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Small Cell Lung Carcinoma; Stomach Neoplasms; Testicular Neoplasms; Thymoma; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms"
EPIRUBICIN HYDROCHLORIDE,CHEMBL1200981,4,"Adenocarcinoma; Breast Neoplasms; Breast Neoplasms, Male; Carcinoma; Carcinoma, Hepatocellular; Endometrial Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Inflammatory Breast Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, T-Cell, Peripheral; Melanoma; Mesothelioma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Small Cell Lung Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms"
EPITINIB,CHEMBL5314411,1,Glioblastoma; Neoplasms
EPLERENONE,CHEMBL1095097,2,Breast Neoplasms
EPOFOLATE,CHEMBL4297749,1,Neoplasms
EPOTHILONE D,CHEMBL96172,2,"Breast Neoplasms; Colorectal Neoplasms; Lung Neoplasms; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
EPRATUZUMAB,CHEMBL2108404,3,"Leukemia; Leukemia, Biphenotypic, Acute; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
EPRATUZUMAB 90Y,CHEMBL2108357,1,"Lymphoma, B-Cell"
EPRENETAPOPT,CHEMBL3186011,2,"Esophageal Neoplasms; Lymphoma, Mantle-Cell; Melanoma; Neoplasms; Ovarian Neoplasms"
EPSAMETOSTAT,CHEMBL6068120,2,Neoplasms
EQUECABTAGENE AUTOLEUCEL,CHEMBL5314674,2,Neoplasms
ERAS-801,CHEMBL6068579,1,Glioblastoma
ERDAFITINIB,CHEMBL3545376,4,"Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Carcinoma, Transitional Cell; Lymphoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Urinary Bladder Neoplasms"
ERFONRILIMAB,CHEMBL4650483,3,"Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Colorectal Neoplasms; Digestive System Neoplasms; Esophageal Neoplasms; Neoplasms; Pancreatic Neoplasms; Thymoma; Triple Negative Breast Neoplasms"
ERGOCALCIFEROL,CHEMBL1536,3,"Breast Neoplasms; Colonic Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Leukemia; Lung Neoplasms; Lymphoma; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Uterine Cervical Neoplasms"
ERIBULIN,CHEMBL1683590,4,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Fallopian Tube Neoplasms; Hemangiosarcoma; Hereditary Breast and Ovarian Cancer Syndrome; Inflammatory Breast Neoplasms; Melanoma; Neoplasms; Ovarian Neoplasms; Sarcoma; Solitary Fibrous Tumors; Triple Negative Breast Neoplasms"
ERIBULIN MESYLATE,CHEMBL1683544,4,"Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Carcinoma, Non-Small-Cell Lung; Head and Neck Neoplasms; Liposarcoma; Lymphoma; Neoplasms; Osteosarcoma; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Salivary Gland Neoplasms; Sarcoma; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
ERITORAN TETRASODIUM,CHEMBL3301672,1,Leukemia
ERLOTINIB HYDROCHLORIDE,CHEMBL1079742,4,"Adenocarcinoma of Lung; Adenocarcinoma, Bronchiolo-Alveolar; Astrocytoma; Bile Duct Neoplasms; Biliary Tract Neoplasms; Brain Neoplasms; Breast Neoplasms; Carcinoma, Large Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Glioblastoma; Glioma; Gliosarcoma; Head and Neck Neoplasms; Kidney Neoplasms; Liver Neoplasms; Lung Neoplasms; Melanoma; Meningioma; Mesothelioma; Neoplasms; Oligodendroglioma; Oropharyngeal Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Salivary Gland Neoplasms; Sarcoma; Skin Neoplasms; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
ERTUMAXOMAB,CHEMBL2108029,2,Breast Neoplasms; Neoplasms
ERY-974,CHEMBL4297948,1,"Carcinoma, Hepatocellular; Neoplasms"
ERYTHROMYCIN,CHEMBL532,3,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Leukemia, Lymphocytic, Chronic, B-Cell; Stomach Neoplasms"
ERZOTABART,CHEMBL5315021,1,"Lymphoma, Large B-Cell, Diffuse"
ESCITALOPRAM,CHEMBL1508,3,Carcinoma; Neoplasms
ESEPAPOGENE ZALARNAREPVEC,CHEMBL5314676,1,Neoplasms
ESKETAMINE,CHEMBL395091,2,Cancer Pain
ESMOLOL,CHEMBL768,1,Brain Neoplasms
ESOMEPRAZOLE,CHEMBL1201320,3,Breast Neoplasms; Esophageal Neoplasms; Lymphoma; Neoplasms
ESTETROL,CHEMBL6068423,2,Breast Neoplasms; Prostatic Neoplasms
ESTRADIOL,CHEMBL135,4,"Breast Neoplasms; Carcinoid Tumor; Hereditary Breast and Ovarian Cancer Syndrome; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Triple Negative Breast Neoplasms"
ESTRAMUSTINE,CHEMBL1575,3,"Breast Neoplasms; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
ESTRAMUSTINE PHOSPHATE,CHEMBL1756,2,"Prostatic Neoplasms, Castration-Resistant"
ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721,4,"Breast Neoplasms; Carcinoma; Kidney Neoplasms; Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
ESTROGEN,CHEMBL592868,3,Breast Neoplasms
"ESTROGENS, CONJUGATED",CHEMBL1201649,4,"Breast Neoplasms; Colonic Neoplasms; Endometrial Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
"ESTROGENS, ESTERIFIED",CHEMBL1201468,4,Breast Neoplasms
ETACONAZOLE,CHEMBL270271,1,Neoplasms; Prostatic Neoplasms
ETAKAFUSP ALFA,CHEMBL6068121,2,Neoplasms
ETALOCIB,CHEMBL329123,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms; Pancreatic Neoplasms"
ETANERCEPT,CHEMBL1201572,2,"Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
ETARACIZUMAB,CHEMBL5314357,2,"Carcinoma, Renal Cell; Colorectal Neoplasms; Melanoma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
ETARFOLATIDE,CHEMBL4297280,2,Adenocarcinoma of Lung; Breast Neoplasms; Ovarian Neoplasms
ETC-159,CHEMBL3633802,1,Neoplasms
ETENTAMIG,CHEMBL5314973,3,Multiple Myeloma; Neoplasms
ETHACRYNIC ACID,CHEMBL456,1,Urinary Bladder Neoplasms
ETHANE,CHEMBL135626,2,Colorectal Neoplasms
ETHANE DIMETHANE SULFONATE,CHEMBL170630,1,"Breast Neoplasms; Carcinoma, Renal Cell; Colonic Neoplasms; Lung Neoplasms; Lymphoma, Non-Hodgkin"
ETHASELEN,CHEMBL2035460,1,"Carcinoma, Non-Small-Cell Lung"
ETHINYL ESTRADIOL,CHEMBL691,4,"Breast Neoplasms; Endometrial Neoplasms; Leukemia, Lymphocytic, Chronic, B-Cell; Neoplasms"
ETHIODIZED OIL,CHEMBL1201458,4,"Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms"
ETHYL ISOTHIOCYANATE,CHEMBL2251727,1,Lung Neoplasms
ETHYLENEDIAMINE,CHEMBL816,2,Prostatic Neoplasms
ETIGILIMAB,CHEMBL4298205,2,Neoplasms; Ovarian Neoplasms
ETIMUMOTIDE,CHEMBL5314741,2,Neoplasms
ETIMUPEPIMUT,CHEMBL6068399,1,Neoplasms
ETIRINOTECAN PEGOL,CHEMBL3039558,3,"Astrocytoma; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Glioblastoma; Neoplasms; Oligodendroglioma; Ovarian Neoplasms"
ETIVELCABTAGENE ERIGEDLEUCEL,CHEMBL6068247,2,Neoplasms
ETODOLAC,CHEMBL622,3,"Carcinoma, Hepatocellular; Colorectal Neoplasms; Pancreatic Neoplasms"
ETOGLUCID,CHEMBL460287,4,Neoplasms
ETORICOXIB,CHEMBL416146,2,"Bone Neoplasms; Melanoma; Prostatic Neoplasms, Castration-Resistant"
ETRUMADENANT,CHEMBL4740383,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Colorectal Neoplasms; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms"
EURESTOBART,CHEMBL5314742,2,Neoplasms
EVALSTOTUG,CHEMBL5314830,2,Neoplasms
EVENCALEUCEL,CHEMBL5095120,2,Neoplasms
EVEXOMOSTAT,CHEMBL4802217,2,Triple Negative Breast Neoplasms
EVIXAPODLIN,CHEMBL5095237,1,Neoplasms
EVOFOSFAMIDE,CHEMBL260046,2,Biliary Tract Neoplasms; Esophageal Neoplasms; Glioblastoma; Melanoma; Multiple Myeloma; Neoplasms; Pancreatic Neoplasms; Sarcoma
EVOLOCUMAB,CHEMBL2364655,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Glioblastoma; Lung Neoplasms"
EVUNZEKIBART,CHEMBL5095308,2,Neoplasms
EXARAFENIB,CHEMBL5095099,2,Neoplasms
EXATECAN MESYLATE,CHEMBL3989759,3,"Breast Neoplasms; Central Nervous System Neoplasms; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Lymphoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Uterine Cervical Neoplasms"
EXEMESTANE,CHEMBL1200374,4,"Breast Carcinoma In Situ; Breast Neoplasms; Breast Neoplasms, Male; Carcinoma, Intraductal, Noninfiltrating; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Granulosa Cell Tumor; Lung Neoplasms; Lymphoma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms, Castration-Resistant; Triple Negative Breast Neoplasms"
EXICORILANT,CHEMBL4089731,1,"Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
EXISULIND,CHEMBL488025,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Lung Neoplasms; Neoplasm Metastasis; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
EXLINKIBART,CHEMBL5314677,2,Neoplasms
EZABENLIMAB,CHEMBL4802172,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Squamous Cell; Colorectal Neoplasms; Glioblastoma; Neoplasm Metastasis; Neoplasms"
EZETIMIBE,CHEMBL1138,0.5,"Prostatic Neoplasms, Castration-Resistant"
EZOBRESIB,CHEMBL4297458,1,Lymphoma; Multiple Myeloma; Neoplasms
EZURPIMTROSTAT,CHEMBL5095179,2,"Carcinoma, Hepatocellular; Cholangiocarcinoma; Liver Neoplasms"
F-ARAG F-18,CHEMBL5314938,1,"Carcinoma, Non-Small-Cell Lung"
F16SIP 131I,CHEMBL2109584,1,Neoplasms
F19 131I,CHEMBL2109643,1,Colorectal Neoplasms
FALBIKITUG,CHEMBL5315010,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
FALNIDAMOL,CHEMBL258940,1,Neoplasms
FAMITINIB,CHEMBL1278146,3,"Breast Neoplasms; Carcinoid Tumor; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Neoplasms; Gastrointestinal Stromal Tumors; Lung Neoplasms; Melanoma; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasms; Pancreatic Neoplasms; Small Cell Lung Carcinoma; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms"
FAMOTIDINE,CHEMBL902,2,"Breast Carcinoma In Situ; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Leukemia, Hairy Cell; Melanoma; Mesothelioma; Neoplasms; Stomach Neoplasms; Thyroid Neoplasms"
FANASTOMIG,CHEMBL5314831,2,Neoplasms
FANREGRATINIB,CHEMBL6068052,2,Neoplasms
FAPI GA-68,CHEMBL4650356,1,Neoplasms
FAPI-46 GA-68,CHEMBL5095334,2,"Carcinoma, Pancreatic Ductal; Ovarian Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma"
FARLETUZUMAB,CHEMBL1743016,3,Adenocarcinoma of Lung; Fallopian Tube Neoplasms; Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms
FARLETUZUMAB ECTERIBULIN,CHEMBL4802212,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms; Ovarian Neoplasms"
FAVEZELIMAB,CHEMBL4297784,3,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Esophageal Neoplasms; Hodgkin Disease; Lymphoma; Lymphoma, Non-Hodgkin; Melanoma; Neoplasm Metastasis; Neoplasms; Small Cell Lung Carcinoma; Urinary Bladder Neoplasms"
FEBUXOSTAT,CHEMBL1164729,3,Tumor Lysis Syndrome
FEDRATINIB,CHEMBL1287853,4,"Leukemia, Neutrophilic, Chronic; Neoplasms"
FELADILIMAB,CHEMBL4297969,2,Head and Neck Neoplasms; Multiple Myeloma; Neoplasms
FELBINAC,CHEMBL413965,2,Neoplasms
FELMETATUG,CHEMBL6068248,2,Neoplasms
FELMETATUG VEDOTIN,CHEMBL6068249,2,Neoplasms
FELZARTAMAB,CHEMBL4594579,3,Multiple Myeloma
FENAMIC ACID,CHEMBL23832,1,Pancreatic Neoplasms
FENCABTAGENE AUTOLEUCEL,CHEMBL5314832,2,Neoplasms
FENOFIBRATE,CHEMBL672,2,Multiple Myeloma
FENOFIBRIC ACID,CHEMBL981,2,Medulloblastoma
FENTANYL,CHEMBL596,4,Breast Neoplasms; Cancer Pain; Neoplasm Metastasis; Neoplasms; Pancreatic Neoplasms; Stomach Neoplasms
FENTANYL CITRATE,CHEMBL688,4,Cancer Pain; Neoplasms
FERRIC CARBOXYMALTOSE,CHEMBL2108597,3,"Genital Neoplasms, Female; Inflammatory Breast Neoplasms; Stomach Neoplasms"
FERRIC HYDROXIDE,CHEMBL3707285,2,Breast Neoplasms
FERUMOXYTOL,CHEMBL1201867,2,"Carcinoma, Non-Small-Cell Lung; Glioblastoma; Lung Neoplasms; Neoplasms; Urinary Bladder Neoplasms"
FEXAGRATINIB,CHEMBL3348846,2,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Multiple Myeloma; Neoplasms; Paraganglioma; Stomach Neoplasms; Urinary Bladder Neoplasms"
FEXAPOTIDE TRIFLUTATE,CHEMBL3707309,2,"Prostatic Neoplasms, Castration-Resistant"
FEXOFENADINE,CHEMBL914,1,"Carcinoma, Non-Small-Cell Lung; Prostatic Neoplasms"
FGF401,CHEMBL3908979,1,"Carcinoma, Hepatocellular; Neoplasms"
FGFR INHIBITOR DEBIO 1347,CHEMBL3907479,2,Breast Neoplasms; Neoplasms
FIANLIMAB,CHEMBL4298085,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Hemangiosarcoma; Melanoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
FIANLIMAB DFO ZR-89,CHEMBL6068596,1,"Lymphoma, Large B-Cell, Diffuse; Neoplasms"
FIBRIN,CHEMBL2108390,3,Breast Neoplasms; Endometrial Neoplasms; Thyroid Neoplasms; Uterine Cervical Neoplasms
FICERAFUSP ALFA,CHEMBL5095314,1,Neoplasms
FICONALKIB,CHEMBL5314461,2,Neoplasms
FIGITUMUMAB,CHEMBL1743019,3,"Breast Neoplasms; Carcinoma, Large Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Head and Neck Neoplasms; Lung Neoplasms; Multiple Myeloma; Neoplasms; Prostatic Neoplasms; Sarcoma; Sarcoma, Ewing; Small Cell Lung Carcinoma"
FIMAPORFIN,CHEMBL4297882,2,Cholangiocarcinoma; Neoplasms
FIMEPINOSTAT,CHEMBL3622533,2,"Lymphoma; Lymphoma, Large B-Cell, Diffuse; Thyroid Neoplasms"
FINASTERIDE,CHEMBL710,4,"Carcinoma, Non-Small-Cell Lung; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
FINGOLIMOD,CHEMBL314854,1,Astrocytoma; Breast Neoplasms; Glioblastoma
FINGOLIMOD HYDROCHLORIDE,CHEMBL544665,1,Breast Neoplasms
FINOTONLIMAB,CHEMBL4650516,3,"Carcinoma, Hepatocellular; Carcinoma, Squamous Cell; Lymphoma"
FIRASTOTUG,CHEMBL5315007,2,Neoplasms
FIRICABTAGENE AUTOLEUCEL,CHEMBL5314833,2,Neoplasms
FIRMONERTINIB,CHEMBL4297258,3,"Adenocarcinoma of Lung; Carcinoma, Non-Small-Cell Lung; Lung Neoplasms; Neoplasms"
FIRMONERTINIB MESYLATE,CHEMBL6068476,1,Neoplasms
FIRTECAN PEGOL,CHEMBL4594234,2,Breast Neoplasms; Neoplasms
FISETIN,CHEMBL31574,2,Breast Neoplasms; Neoplasms
FISH OIL,CHEMBL3833369,2,Breast Neoplasms; Neoplasms
FISOGATINIB,CHEMBL4514636,1,"Carcinoma, Hepatocellular; Neoplasms"
FLANVOTUMAB,CHEMBL2108734,1,Melanoma
FLAVONE,CHEMBL275638,2,Breast Neoplasms
FLEZURAFENIB,CHEMBL6068010,2,Neoplasms
FLIBANSERIN,CHEMBL231068,2,Prostatic Neoplasms
FLORBENGUANE F18,CHEMBL4650354,3,Neuroblastoma
FLORBETAPIR F 18,CHEMBL1774461,2,Glioblastoma
FLORETYROSINE F18,CHEMBL477278,0.5,Paraganglioma
FLORILGLUTAMIC ACID F-18,CHEMBL5314941,0.5,"Carcinoma, Squamous Cell; Head and Neck Neoplasms"
FLOTUFOLASTAT F 18,CHEMBL5314558,1,Neoplasms; Prostatic Neoplasms
FLOTUFOLASTAT F-18 GALLIUM,CHEMBL5314559,3,"Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
FLOXURIDINE,CHEMBL917,4,"Carcinoid Tumor; Carcinoma, Hepatocellular; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Gastrointestinal Stromal Tumors; Liver Neoplasms; Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Rectal Neoplasms; Stomach Neoplasms"
FLUCICLOVINE F18,CHEMBL254468,4,"Brain Neoplasms; Carcinoma, Lobular; Glioblastoma; Glioma; Nasopharyngeal Carcinoma; Paraganglioma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
FLUCYTOSINE,CHEMBL1463,1,"Astrocytoma; Brain Neoplasms; Carcinoma, Hepatocellular; Colorectal Neoplasms; Digestive System Neoplasms; Glioblastoma; Gliosarcoma; Neoplasms; Oligodendroglioma"
FLUDEOXYGLUCOSE,CHEMBL2068864,2,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms"
FLUDROCORTISONE ACETATE,CHEMBL1201010,3,Melanoma; Prostatic Neoplasms
FLUOCINONIDE,CHEMBL1501,2,Breast Neoplasms
FLUORESCEIN,CHEMBL1057,2,Brain Neoplasms; Breast Neoplasms; Neoplasms
FLUORIDE ION F-18,CHEMBL1248,1,"Carcinoma, Renal Cell; Paraganglioma"
FLUORODOPA F 18,CHEMBL3400972,3,Glioblastoma; Glioma; Paraganglioma
FLUOROESTRADIOL,CHEMBL1627367,2,"Breast Neoplasms; Carcinoma, Lobular; Uterine Neoplasms"
FLUOROESTRADIOL F-18,CHEMBL4594261,4,Breast Neoplasms
FLUOROFURANYLNORPROGESTERONE,CHEMBL378031,2,Breast Neoplasms
FLUOROFURANYLNORPROGESTERONE F-18,CHEMBL4297379,2,Breast Neoplasms
FLUOROMISONIDAZOLE,CHEMBL2068841,1,Esophageal Neoplasms
FLUOROURACIL,CHEMBL185,4,"Adenocarcinoma; Anus Neoplasms; Bile Duct Neoplasms; Biliary Tract Neoplasms; Breast Neoplasms; Carcinoid Tumor; Carcinoma; Carcinoma, Basal Cell; Carcinoma, Hepatocellular; Carcinoma, Islet Cell; Carcinoma, Merkel Cell; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Colorectal Neoplasms, Hereditary Nonpolyposis; Digestive System Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Gastrointestinal Stromal Tumors; Glioma; Head and Neck Neoplasms; Hepatoblastoma; Hypopharyngeal Neoplasms; Inflammatory Breast Neoplasms; Intestinal Neoplasms; Kidney Neoplasms; Klatskin Tumor; Laryngeal Neoplasms; Leukemia; Liver Neoplasms; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, Non-Hodgkin; Melanoma; Mouth Neoplasms; Multiple Myeloma; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Plasma Cell; Neuroendocrine Tumors; Ovarian Neoplasms; Pancreatic Neoplasms; Paranasal Sinus Neoplasms; Peritoneal Neoplasms; Pharyngeal Neoplasms; Rectal Neoplasms; Skin Neoplasms; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Uterine Neoplasms"
FLUOXETINE,CHEMBL41,1,Brain Neoplasms; Colorectal Neoplasms
FLUOXYMESTERONE,CHEMBL1445,4,Breast Neoplasms; Neoplasms
FLUPHENAZINE HYDROCHLORIDE,CHEMBL1448187,1,Multiple Myeloma
FLUTAMIDE,CHEMBL806,4,"Carcinoma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
FLUTEMETAMOL,CHEMBL579205,2,Breast Neoplasms
FLUTICASONE PROPIONATE,CHEMBL1473,2,"Carcinoma, Bronchogenic"
FLUVASTATIN,CHEMBL2220442,2,"Melanoma; Paraganglioma; Prostatic Neoplasms, Castration-Resistant"
FLUVASTATIN SODIUM,CHEMBL2218894,2,Breast Neoplasms
FLUVOXAMINE,CHEMBL814,1,Neoplasms
FLUZOPARIB,CHEMBL3930624,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Endometrial Neoplasms; Esophageal Neoplasms; Melanoma; Nasopharyngeal Carcinoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Small Cell Lung Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms"
FOLIC ACID,CHEMBL1622,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Head and Neck Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Meningeal Carcinomatosis; Mesothelioma; Mycosis Fungoides; Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Sezary Syndrome; Uterine Cervical Neoplasms"
FOLITIXORIN CALCIUM,CHEMBL2103811,3,Breast Neoplasms; Colonic Neoplasms; Rectal Neoplasms
FONDAPARINUX,CHEMBL1201202,1,Ovarian Neoplasms
FORETINIB,CHEMBL1230609,2,"Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Renal Cell; Head and Neck Neoplasms; Lung Neoplasms; Neoplasms"
FORIMTAMIG,CHEMBL5314680,2,Multiple Myeloma; Neoplasms
FORMESTANE,CHEMBL132530,4,Neoplasms
FORMOTEROL FUMARATE,CHEMBL3989798,1,Lung Neoplasms
FORODESINE,CHEMBL218291,2,"Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma; Lymphoma, T-Cell, Cutaneous"
FORODESINE HYDROCHLORIDE,CHEMBL550755,2,"Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Lymphoma; Lymphoma, T-Cell, Peripheral; Neoplasms"
FOSAPREPITANT,CHEMBL1199324,3,"Genital Neoplasms, Female; Multiple Myeloma; Nasopharyngeal Carcinoma; Neoplasms"
FOSAPREPITANT DIMEGLUMINE,CHEMBL1201782,4,Neoplasms; Sarcoma
FOSBRETABULIN,CHEMBL1206232,3,Neoplasms; Neuroendocrine Tumors; Ovarian Neoplasms; Thyroid Neoplasms
FOSBRETABULIN DISODIUM,CHEMBL289351,2,Head and Neck Neoplasms; Neoplasms
FOSBRETABULIN TROMETHAMINE,CHEMBL2105643,2,Neuroendocrine Tumors; Ovarian Neoplasms
FOSDESDENOSINE SIPALABENAMIDE,CHEMBL5277528,2,Neoplasms
FOSELUTOCLAX,CHEMBL6068011,2,Neoplasms
FOSFOMYCIN,CHEMBL1757,2,Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma
FOSGEMCITABINE PALABENAMIDE,CHEMBL3126004,3,Biliary Tract Neoplasms; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms
FOSIFLOXURIDINE NAFALBENAMIDE,CHEMBL2181367,1,Colorectal Neoplasms; Neoplasms
FOSLINANIB,CHEMBL1615993,2,"Carcinoma; Carcinoma, Hepatocellular; Neoplasms"
