name,url,associated_proteins,associated_drugs
Hedgehog 'on' stat,,p(HGNC:SMO); p(HGNC:RPS27A),
Activation of SM,,p(HGNC:SMO),
PKMTs methylate histone lysine,,p(HGNC:NSD1); p(HGNC:KMT2A); p(HGNC:SETD2); p(HGNC:EZH2),
SUMOylation of transcription cofactor,,p(HGNC:NPM1),
Deposition of new CENPA-containing nucleosomes at the centromer,,p(HGNC:NPM1),
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertai,,p(HGNC:TP53); p(HGNC:NPM1),
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiatio,,p(HGNC:NPM1),
SARS-CoV-1-host interaction,,p(HGNC:NPM1),
ALK mutants bind TKI,,p(HGNC:NPM1),
Signaling by ALK fusions and activated point mutant,,p(HGNC:TP53); p(HGNC:NPM1); p(HGNC:RPS27A),
Formation of WDR5-containing histone-modifying complexe,,p(HGNC:KMT2A),
Formation of Incision Complex in GG-NE,,p(HGNC:ERCC4); p(HGNC:RPS27A),
Signaling by SCF-KI,,p(HGNC:KIT); p(HGNC:JAK2); p(HGNC:PRKCA); p(HGNC:STAT5B); p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
TFAP2 (AP-2) family regulates transcription of growth factors and their receptor,,p(HGNC:KIT),
Dasatinib-resistant KIT mutant,,p(HGNC:KIT),
Imatinib-resistant KIT mutant,,p(HGNC:KIT),
KIT mutants bind TKI,,p(HGNC:KIT),
Masitinib-resistant KIT mutant,,p(HGNC:KIT),
Nilotinib-resistant KIT mutant,,p(HGNC:KIT),
Regorafenib-resistant KIT mutant,,p(HGNC:KIT),
Signaling by kinase domain mutants of KI,,p(HGNC:KIT),
Sunitinib-resistant KIT mutant,,p(HGNC:KIT),
Signaling by juxtamembrane domain KIT mutant,,p(HGNC:KIT),
Sorafenib-resistant KIT mutant,,p(HGNC:KIT),
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",,p(HGNC:KIT); p(HGNC:JAK2); p(HGNC:STAT5B); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by extracellular domain mutants of KI,,p(HGNC:KIT),
Transcriptional and post-translational regulation of MITF-M expression and activit,,p(HGNC:KIT),
B-WICH complex positively regulates rRNA expressio,,p(HGNC:SF3B1),
EGFR Transactivation by Gastri,,p(HGNC:PRKCA); p(HGNC:KRAS); p(HGNC:NRAS),
Syndecan interaction,,p(HGNC:PRKCA),
Acetylcholine regulates insulin secretio,,p(HGNC:PRKCA),
Ca2+ pathwa,,p(HGNC:PRKCA),
ROBO receptors bind AKAP,,p(HGNC:PRKCA),
Frs2-mediated activatio,,p(HGNC:BRAF),
ARMS-mediated activatio,,p(HGNC:BRAF),
Signalling to p38 via RIT and RI,,p(HGNC:BRAF),
HDMs demethylate histone,,p(HGNC:KDM5A),
Chromatin modifications during the maternal to zygotic transition (MZT,,p(HGNC:KDM5A),
Transcriptional regulation of testis differentiatio,,p(HGNC:WT1),
Nephron developmen,,p(HGNC:WT1),
Regulation of TP53 Activity through Acetylatio,,p(HGNC:TP53); p(HGNC:PML),
Regulation of PTEN localizatio,,p(HGNC:PML); p(HGNC:RPS27A); p(HGNC:PTEN),
Transcriptional regulation of granulopoiesis. [P29590-,,p(HGNC:PML),
Neurophilin interactions with VEGF and VEGF,,p(HGNC:KDR),
Integrin cell surface interaction,,p(HGNC:KDR),
Signaling by membrane-tethered fusions of PDGFRA or PDGFR,,p(HGNC:KDR); p(HGNC:ETV6),
Activation of NOXA and translocation to mitochondri,,p(HGNC:TP53),
Activation of PUMA and translocation to mitochondri,,p(HGNC:TP53),
Oxidative Stress Induced Senescenc,,p(HGNC:TP53); p(HGNC:RPS27A); p(HGNC:EZH2),
Formation of Senescence-Associated Heterochromatin Foci (SAHF,,p(HGNC:TP53),
Oncogene Induced Senescenc,,p(HGNC:TP53); p(HGNC:RPS27A),
SUMOylation of transcription factor,,p(HGNC:TP53),
Autodegradation of the E3 ubiquitin ligase COP,,p(HGNC:TP53); p(HGNC:RPS27A),
TP53 Regulates Metabolic Gene,,p(HGNC:TP53); p(HGNC:PTEN),
Ub-specific processing protease,,p(HGNC:TP53); p(HGNC:RPS27A); p(HGNC:PTEN),
Ovarian tumor domain protease,,p(HGNC:TP53); p(HGNC:RPS27A); p(HGNC:PTEN),
TP53 Regulates Transcription of Genes Involved in Cytochrome C Releas,,p(HGNC:TP53),
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertai,,p(HGNC:TP53),
TP53 Regulates Transcription of Caspase Activators and Caspase,,p(HGNC:TP53),
TP53 Regulates Transcription of Death Receptors and Ligand,,p(HGNC:TP53),
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arres,,p(HGNC:TP53),
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arres,,p(HGNC:TP53),
Regulation of TP53 Expressio,,p(HGNC:TP53),
Regulation of TP53 Activity through Phosphorylatio,,p(HGNC:TP53); p(HGNC:RPS27A),
Regulation of TP53 Degradatio,,p(HGNC:TP53); p(HGNC:RPS27A),
Regulation of TP53 Activity through Association with Co-factor,,p(HGNC:TP53),
Regulation of TP53 Activity through Methylatio,,p(HGNC:TP53); p(HGNC:RPS27A),
PI5P Regulates TP53 Acetylatio,,p(HGNC:TP53),
G2/M DNA damage checkpoin,,p(HGNC:TP53),
G2/M Checkpoint,,p(HGNC:TP53); p(HGNC:RPS27A),
Stabilization of p5,,p(HGNC:TP53); p(HGNC:RPS27A),
Transcriptional activation of cell cycle inhibitor p2,,p(HGNC:TP53),
The role of GTSE1 in G2/M progression after G2 checkpoin,,p(HGNC:TP53); p(HGNC:RPS27A),
Transcriptional Regulation by VENT,,p(HGNC:TP53),
RUNX3 regulates CDKN1A transcriptio,,p(HGNC:TP53),
Regulation of PTEN gene transcriptio,,p(HGNC:TP53); p(HGNC:EZH2),
Loss of function of TP53 in cancer due to loss of tetramerization abilit,,p(HGNC:TP53),
Regulation of NF-kappa B signalin,,p(HGNC:TP53); p(HGNC:RPS27A),
Zygotic genome activation (ZGA,,p(HGNC:TP53),
Translesion Synthesis by POL,,p(HGNC:RPS27A),
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alph,,p(HGNC:RPS27A),
ER-Phagosome pathwa,,p(HGNC:RPS27A),
Downregulation of ERBB4 signalin,,p(HGNC:RPS27A),
Downregulation of ERBB2:ERBB3 signalin,,p(HGNC:RPS27A),
Budding and maturation of HIV virio,,p(HGNC:RPS27A),
NOD1/2 Signaling Pathwa,,p(HGNC:RPS27A),
"TICAM1, RIP1-mediated IKK complex recruitmen",,p(HGNC:RPS27A),
DDX58/IFIH1-mediated induction of interferon-alpha/bet,,p(HGNC:RPS27A),
APC/C:Cdc20 mediated degradation of Cyclin ,,p(HGNC:RPS27A),
Autodegradation of Cdh1 by Cdh1:APC/,,p(HGNC:RPS27A),
SCF-beta-TrCP mediated degradation of Emi,,p(HGNC:RPS27A),
APC/C:Cdc20 mediated degradation of Securi,,p(HGNC:RPS27A),
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G,,p(HGNC:RPS27A),
Cdc20:Phospho-APC/C mediated degradation of Cyclin ,,p(HGNC:RPS27A),
Membrane binding and targetting of GAG protein,,p(HGNC:RPS27A),
Assembly Of The HIV Virio,,p(HGNC:RPS27A),
APC-Cdc20 mediated degradation of Nek2,,p(HGNC:RPS27A),
Vpu mediated degradation of CD,,p(HGNC:RPS27A),
Vif-mediated degradation of APOBEC3,,p(HGNC:RPS27A),
SCF(Skp2)-mediated degradation of p27/p2,,p(HGNC:RPS27A),
Degradation of beta-catenin by the destruction comple,,p(HGNC:RPS27A),
TCF dependent signaling in response to WN,,p(HGNC:RPS27A),
NRIF signals cell death from the nucleu,,p(HGNC:RPS27A),
NF-kB is activated and signals surviva,,p(HGNC:RPS27A),
Regulation of activated PAK-2p34 by proteasome mediated degradatio,,p(HGNC:RPS27A),
NOTCH1 Intracellular Domain Regulates Transcriptio,,p(HGNC:RPS27A),
Activated NOTCH1 Transmits Signal to the Nucleu,,p(HGNC:RPS27A),
Downregulation of TGF-beta receptor signalin,,p(HGNC:RPS27A),
Downregulation of SMAD2/3:SMAD4 transcriptional activit,,p(HGNC:RPS27A),
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcriptio,,p(HGNC:RPS27A),
Senescence-Associated Secretory Phenotype (SASP,,p(HGNC:RPS27A),
Regulation of PLK1 Activity at G2/M Transitio,,p(HGNC:RPS27A),
Constitutive Signaling by NOTCH1 PEST Domain Mutant,,p(HGNC:RPS27A),
Constitutive Signaling by NOTCH1 HD Domain Mutant,,p(HGNC:RPS27A),
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutant,,p(HGNC:RPS27A),
NOTCH2 Activation and Transmission of Signal to the Nucleu,,p(HGNC:RPS27A),
Regulation of innate immune responses to cytosolic DN,,p(HGNC:RPS27A); p(HGNC:DDX41),
Glycogen synthesi,,p(HGNC:RPS27A),
Deactivation of the beta-catenin transactivating comple,,p(HGNC:RPS27A),
Myoclonic epilepsy of Lafor,,p(HGNC:RPS27A),
ABC-family proteins mediated transpor,,p(HGNC:RPS27A),
Circadian Cloc,,p(HGNC:RPS27A),
TAK1-dependent IKK and NF-kappa-B activatio,,p(HGNC:RPS27A),
activated TAK1 mediates p38 MAPK activatio,,p(HGNC:RPS27A),
JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK,,p(HGNC:RPS27A),
AUF1 (hnRNP D0) binds and destabilizes mRN,,p(HGNC:RPS27A),
Asymmetric localization of PCP protein,,p(HGNC:RPS27A),
Degradation of AXI,,p(HGNC:RPS27A),
Degradation of DV,,p(HGNC:RPS27A),
Regulation of FZD by ubiquitinatio,,p(HGNC:RPS27A),
PINK1-PRKN Mediated Mitophag,,p(HGNC:RPS27A),
N-glycan trimming in the ER and Calnexin/Calreticulin cycl,,p(HGNC:RPS27A),
Regulation of TNFR1 signalin,,p(HGNC:RPS27A),
TNFR1-induced NF-kappa-B signaling pathwa,,p(HGNC:RPS27A),
Hedgehog ligand biogenesi,,p(HGNC:RPS27A),
Hh mutants are degraded by ERA,,p(HGNC:RPS27A),
Dectin-1 mediated noncanonical NF-kB signalin,,p(HGNC:RPS27A),
Degradation of GLI1 by the proteasom,,p(HGNC:RPS27A),
Degradation of GLI2 by the proteasom,,p(HGNC:RPS27A),
GLI3 is processed to GLI3R by the proteasom,,p(HGNC:RPS27A),
TNFR2 non-canonical NF-kB pathwa,,p(HGNC:RPS27A),
Regulation of necroptotic cell deat,,p(HGNC:RPS27A),
NIK-->noncanonical NF-kB signalin,,p(HGNC:RPS27A),
Defective CFTR causes cystic fibrosi,,p(HGNC:RPS27A),
MAP3K8 (TPL2)-dependent MAPK1/3 activatio,,p(HGNC:RPS27A),
MAPK6/MAPK4 signalin,,p(HGNC:RPS27A),
Josephin domain DUB,,p(HGNC:RPS27A),
Metalloprotease DUB,,p(HGNC:RPS27A),
Processing of DNA double-strand break end,,p(HGNC:RPS27A),
DNA Damage Recognition in GG-NE,,p(HGNC:RPS27A),
Formation of TC-NER Pre-Incision Comple,,p(HGNC:RPS27A),
Transcription-Coupled Nucleotide Excision Repair (TC-NER,,p(HGNC:RPS27A),
Assembly of the pre-replicative comple,,p(HGNC:RPS27A),
Orc1 removal from chromati,,p(HGNC:RPS27A),
CDK-mediated phosphorylation and removal of Cdc,,p(HGNC:RPS27A),
Ubiquitin Mediated Degradation of Phosphorylated Cdc25,,p(HGNC:RPS27A),
Ubiquitin-dependent degradation of Cyclin ,,p(HGNC:RPS27A),
FBXL7 down-regulates AURKA during mitotic entry and in early mitosi,,p(HGNC:RPS27A),
Downregulation of ERBB2 signalin,,p(HGNC:RPS27A),
VLDLR internalisation and degradatio,,p(HGNC:RPS27A),
E3 ubiquitin ligases ubiquitinate target protein,,p(HGNC:RPS27A),
InlA-mediated entry of Listeria monocytogenes into host cell,,p(HGNC:RPS27A),
Regulation of RUNX2 expression and activit,,p(HGNC:RPS27A),
Regulation of RUNX3 expression and activit,,p(HGNC:RPS27A),
Regulation of PTEN stability and activit,,p(HGNC:RPS27A); p(HGNC:PTEN),
Neddylatio,,p(HGNC:RPS27A); p(HGNC:PALB2),
ER Quality Control Compartment (ERQC,,p(HGNC:RPS27A),
NOTCH3 Activation and Transmission of Signal to the Nucleu,,p(HGNC:RPS27A),
TICAM1-dependent activation of IRF3/IRF,,p(HGNC:RPS27A),
"TICAM1,TRAF6-dependent induction of TAK1 comple",,p(HGNC:RPS27A),
Interleukin-1 signalin,,p(HGNC:RPS27A),
Interferon alpha/beta signalin,,p(HGNC:RPS27A); p(HGNC:PTPN11),
Endosomal Sorting Complex Required For Transport (ESCRT,,p(HGNC:RPS27A),
Iron uptake and transpor,,p(HGNC:RPS27A),
Negative regulators of DDX58/IFIH1 signalin,,p(HGNC:RPS27A),
"Activation of IRF3, IRF7 mediated by TBK1, IKKEpsilon (IKBKE",,p(HGNC:RPS27A); p(HGNC:PTPN11),
IRAK1 recruits IKK comple,,p(HGNC:RPS27A),
IKK complex recruitment mediated by RIP,,p(HGNC:RPS27A),
IRAK2 mediated activation of TAK1 comple,,p(HGNC:RPS27A),
TRAF6-mediated induction of TAK1 complex within TLR4 comple,,p(HGNC:RPS27A),
Negative regulation of NOTCH4 signalin,,p(HGNC:RPS27A),
Chaperone Mediated Autophag,,p(HGNC:RPS27A),
Late endosomal microautophag,,p(HGNC:RPS27A),
Prevention of phagosomal-lysosomal fusio,,p(HGNC:RPS27A),
Modulation by Mtb of host immune syste,,p(HGNC:RPS27A),
Alpha-protein kinase 1 signaling pathwa,,p(HGNC:RPS27A),
Aggrephag,,p(HGNC:RPS27A),
Pexophag,,p(HGNC:RPS27A),
Maturation of protein ,,p(HGNC:RPS27A),
Regulation of BACH1 activit,,p(HGNC:RPS27A),
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signalin,,p(HGNC:RPS27A),
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulatio,,p(HGNC:RPS27A),
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulatio,,p(HGNC:RPS27A),
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L,,p(HGNC:RPS27A),
Amyloid fiber formatio,,p(HGNC:RPS27A),
"Regulation of TBK1, IKKEpsilon (IKBKE)-mediated activation of IRF3, IRF",,p(HGNC:RPS27A),
"Regulation of TBK1, IKKEpsilon-mediated activation of IRF3, IRF7 upon TLR3 ligatio",,p(HGNC:RPS27A),
Antigen processing: Ubiquitination & Proteasome degradatio,,p(HGNC:RPS27A),
Evasion by RSV of host interferon response,,p(HGNC:RPS27A),
Regulation of pyruvate metabolis,,p(HGNC:RPS27A),
"TET1,2,3 and TDG demethylate DN",,p(HGNC:TET2),
Specification of primordial germ cell,,p(HGNC:TET2),
Cytosolic iron-sulfur cluster assembl,,p(HGNC:RTEL1); p(HGNC:POLD1),
Transcriptional activation of mitochondrial biogenesi,,p(HGNC:IDH2),
Citric acid cycle (TCA cycle,,p(HGNC:IDH2),
Mitochondrial protein degradatio,,p(HGNC:IDH2),
Maturation of TCA enzymes and regulation of TCA cycl,,p(HGNC:IDH2),
G1/S-Specific Transcriptio,,p(HGNC:POLA1),
Prolactin receptor signalin,,p(HGNC:JAK2); p(HGNC:STAT5B); p(HGNC:PTPN11),
Interleukin-7 signalin,,p(HGNC:STAT5B),
Signaling by cytosolic FGFR1 fusion mutant,,p(HGNC:STAT5B); p(HGNC:BCR),
Signaling by Lepti,,p(HGNC:JAK2); p(HGNC:STAT5B); p(HGNC:PTPN11),
Interleukin-20 family signalin,,p(HGNC:JAK2); p(HGNC:STAT5B); p(HGNC:PTPN11),
Interleukin-15 signalin,,p(HGNC:STAT5B),
Interleukin-9 signalin,,p(HGNC:STAT5B),
Interleukin-2 signalin,,p(HGNC:STAT5B),
Interleukin-21 signalin,,p(HGNC:STAT5B),
Erythropoietin activates STAT,,p(HGNC:JAK2); p(HGNC:STAT5B),
Signaling by FLT3 fusion protein,,p(HGNC:STAT5B); p(HGNC:KRAS); p(HGNC:ETV6); p(HGNC:NRAS),
Growth hormone receptor signalin,,p(HGNC:JAK2); p(HGNC:STAT5B),
SOS-mediated signallin,,p(HGNC:KRAS); p(HGNC:NRAS),
Activation of RAS in B cell,,p(HGNC:KRAS); p(HGNC:NRAS),
SHC1 events in ERBB4 signalin,,p(HGNC:KRAS); p(HGNC:NRAS),
Signalling to RA,,p(HGNC:KRAS); p(HGNC:NRAS),
p38MAPK event,,p(HGNC:KRAS); p(HGNC:NRAS),
GRB2 events in EGFR signalin,,p(HGNC:KRAS); p(HGNC:NRAS),
SHC1 events in EGFR signalin,,p(HGNC:KRAS); p(HGNC:NRAS),
GRB2 events in ERBB2 signalin,,p(HGNC:KRAS); p(HGNC:NRAS),
Tie2 Signalin,,p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
DAP12 signalin,,p(HGNC:KRAS); p(HGNC:NRAS),
SHC-related events triggered by IGF1,,p(HGNC:KRAS); p(HGNC:NRAS),
FCERI mediated MAPK activatio,,p(HGNC:KRAS); p(HGNC:NRAS),
NCAM signaling for neurite out-growt,,p(HGNC:KRAS); p(HGNC:NRAS),
Ca2+ pathway. [P01116-,,p(HGNC:KRAS),
Ras activation upon Ca2+ influx through NMDA recepto,,p(HGNC:KRAS); p(HGNC:NRAS),
SHC-mediated cascade:FGFR,,p(HGNC:KRAS); p(HGNC:NRAS),
FRS-mediated FGFR1 signalin,,p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
FRS-mediated FGFR2 signalin,,p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
FRS-mediated FGFR3 signalin,,p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
FRS-mediated FGFR4 signalin,,p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
Signaling by FGFR2 in diseas,,p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by FGFR4 in diseas,,p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by FGFR1 in diseas,,p(HGNC:KRAS); p(HGNC:BCR); p(HGNC:NRAS),
Signaling by FGFR3 in diseas,,p(HGNC:KRAS); p(HGNC:NRAS),
Insulin receptor signalling cascad,,p(HGNC:KRAS); p(HGNC:NRAS),
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinase",,p(HGNC:KRAS); p(HGNC:NRAS),
MET activates RAS signalin,,p(HGNC:KRAS); p(HGNC:NRAS),
Activated NTRK2 signals through RA,,p(HGNC:KRAS); p(HGNC:NRAS),
Erythropoietin activates RA,,p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
Activated NTRK2 signals through FRS2 and FRS,,p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
Activated NTRK3 signals through RA,,p(HGNC:KRAS); p(HGNC:NRAS),
Constitutive Signaling by Overexpressed ERBB,,p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by ERBB2 KD Mutant,,p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by ERBB2 ECD mutant,,p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by ERBB2 TMD/JMD mutant,,p(HGNC:KRAS); p(HGNC:NRAS),
"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant",,p(HGNC:PDGFRA); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by PDGFRA extracellular domain mutant,,p(HGNC:PDGFRA); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by RAS GAP mutant,,p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by RAS GTPase mutant,,p(HGNC:KRAS); p(HGNC:NRAS),
STING mediated induction of host immune response,,p(HGNC:DDX41),
IRF3-mediated induction of type I IF,,p(HGNC:DDX41),
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cel,,p(HGNC:CD33),
Synthesis of PIPs at the plasma membran,,p(HGNC:PTEN),
Synthesis of IP3 and IP4 in the cytoso,,p(HGNC:PTEN),
Negative regulation of the PI3K/AKT networ,,p(HGNC:PTEN),
PTEN Loss of Function in Cance,,p(HGNC:PTEN),
Regulation of PTEN mRNA translatio,,p(HGNC:PTEN),
Transcriptional Regulation by MECP,,p(HGNC:PTEN),
MAPK3 (ERK1) activatio,,p(HGNC:JAK2); p(HGNC:PTPN11),
MAPK1 (ERK2) activatio,,p(HGNC:JAK2); p(HGNC:PTPN11),
GAB1 signalosom,,p(HGNC:PTPN11),
PECAM1 interaction,,p(HGNC:PTPN11),
Co-inhibition by CTLA,,p(HGNC:PTPN11),
Co-inhibition by PD-,,p(HGNC:PTPN11),
Signal regulatory protein family interaction,,p(HGNC:PTPN11),
Netrin mediated repulsion signal,,p(HGNC:PTPN11),
Platelet sensitization by LD,,p(HGNC:PTPN11),
PI-3K cascade:FGFR,,p(HGNC:PTPN11),
Regulation of IFNG signalin,,p(HGNC:JAK2); p(HGNC:PTPN11),
MET activates PTPN1,,p(HGNC:PTPN11),
Interleukin-37 signalin,,p(HGNC:PTPN11),
Regulation of IFNA/IFNB signalin,,p(HGNC:PTPN11),
Co-inhibition by BTL,,p(HGNC:PTPN11),
RHOA GTPase cycl,,p(HGNC:BCR),
RHOB GTPase cycl,,p(HGNC:BCR),
RHOC GTPase cycl,,p(HGNC:BCR),
CDC42 GTPase cycl,,p(HGNC:BCR),
RAC1 GTPase cycl,,p(HGNC:BCR),
RAC2 GTPase cycl,,p(HGNC:BCR),
RAC3 GTPase cycl,,p(HGNC:BCR),
Transcriptional Regulation by E2F,,p(HGNC:EZH2),
Displacement of DNA glycosylase by APEX,,p(HGNC:MBD4),
IL-6-type cytokine receptor ligand interaction,,p(HGNC:JAK2),
Interleukin-35 Signallin,,p(HGNC:JAK2),
Signaling by Erythropoieti,,p(HGNC:JAK2),
Interleukin-12 signalin,,p(HGNC:JAK2),
Interleukin-23 signalin,,p(HGNC:JAK2),
Interleukin-27 signalin,,p(HGNC:JAK2),
Erythropoietin activates Phosphoinositide-3-kinase (PI3K,,p(HGNC:JAK2),
Erythropoietin activates Phospholipase C gamma (PLCG,,p(HGNC:JAK2),
Potential therapeutics for SAR,,p(HGNC:JAK2),
Imatinib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
Sunitinib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
Regorafenib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
Sorafenib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
PDGFR mutants bind TKI,,p(HGNC:PDGFRA),
